4.951259974471443615e-01,7.841108097819819711e-02,-1.318400226114912366e+00
6.401959776363338461e-01,1.345702724899928926e+00,-1.946573510306381483e+00
2.891306931755083798e-01,9.500948992667630488e-01,-1.646885997844219629e+00
1.489395273823239663e-01,1.007978885747128794e+00,-1.123129858634225098e+00
2.585273693492092240e-01,1.003595752031761323e+00,-1.441279419319596800e+00
1.498023158857838266e-01,1.272519273517333405e+00,-1.640945020402188703e+00
1.552402619155227592e-01,8.123927994198214542e-01,-2.397577949781250606e+00
2.620419026828970099e-01,1.149140318017858542e+00,-1.790764914385606810e+00
7.268638042066568605e-01,6.947694915768699575e-01,-1.519317553780751284e+00
4.846836936270744467e-02,1.280102592878115564e+00,-1.039458922948869768e+00
1.556963260455494491e-01,1.053854655172015375e+00,-1.799145176314911110e+00
-4.325613690232023578e-01,9.115798230032773342e-01,-1.443697102743283889e+00
4.798966679325529228e-01,1.215360609309005246e+00,-1.608824340661689334e+00
6.091190850242065441e-02,7.742887719089853737e-01,-1.934278839871241829e+00
-3.219800446807543626e-01,1.362009232822880556e+00,-1.622687900735750643e+00
4.512830795007030660e-02,7.342673337409059142e-01,-1.187567931950802347e+00
-2.737501010102715293e-01,9.380668439872982267e-01,-1.722938265676385639e+00
2.989600084140877079e-01,8.796608296056643850e-01,-1.803311051690394073e+00
1.935785509252013481e-01,1.063685374089486713e+00,-1.381303124062637666e+00
2.974946935535022763e-01,8.554575968627028404e-01,-1.508917779367633383e+00
3.495128548878008445e-02,9.092987586307645920e-01,-1.643465544341669915e+00
-2.497488774843995840e-01,1.014520223577588975e+00,-1.495475546959306179e+00
-2.117137049484562883e-01,1.070435950790636692e+00,-1.648092287411800028e+00
2.714735087869172836e-01,1.122619247158686218e+00,-1.295219022229092909e+00
5.877298790916966054e-01,7.377884774384410038e-01,-1.192475505242863276e+00
8.673621335846204428e-02,8.091201466344160043e-01,-1.501045413016011354e+00
2.024998560168767003e-01,9.907590861762157752e-01,-1.680147369453611095e+00
5.537656274876937568e-01,1.071000324872081411e+00,-1.788692353054283979e+00
7.296031352005185600e-01,1.351254240313977562e+00,-8.854312244844294577e-01
2.723285903025651211e-01,7.699387339172217848e-01,-9.130721658765109661e-01
2.205881610147811533e-01,1.219292403320632046e+00,-1.177376561507041730e+00
6.187680379319625557e-01,1.049583689948951459e+00,-1.000884993945689860e+00
3.584741110239858530e-01,1.329696003668940030e+00,-1.177810272612439979e+00
4.792102130556222250e-01,1.348758126572904059e+00,-1.648171165526166382e+00
2.061912237158394778e-02,1.169707402208843172e+00,-1.577794732079016216e+00
9.335465373714464388e-01,8.987045240641856614e-01,-1.425115310056273232e+00
9.385246082925525757e-01,1.269861343158044775e+00,-5.546430243589728359e-01
6.638632428454744883e-01,8.109956816318197870e-01,-5.275862694993580515e-01
3.450673238404454168e-01,1.136995332858589780e+00,-8.301307101527634069e-01
3.874852399956099647e-01,1.100082724793157718e+00,-8.252211404756402136e-01
5.473219942964370199e-01,7.643251054278661361e-01,-1.016672932158432019e+00
8.246000290231603191e-01,8.436523974520838687e-01,-1.150390430731493607e+00
3.407979461094831075e-01,1.342117951707550771e+00,-8.677940325829219814e-01
5.878882580543113301e-01,8.288878628092981593e-01,-8.982931428635182458e-01
2.948138296172818085e-01,9.859906684758347195e-01,-1.270435886381787727e+00
6.844681286814440213e-01,1.092736816832728719e+00,-1.117140509244283653e+00
6.162552159664886897e-01,7.655672920794609482e-01,-1.524647113949083810e+00
6.388958680538946444e-01,1.012413235004838263e+00,-8.144068171571183790e-01
1.194889955120237657e+00,1.164824855535008918e+00,-1.308761131877177464e+00
8.499157364188435482e-01,7.219004839229643533e-01,-1.147698716956396359e+00
5.276055356844995270e-01,1.315484136671029258e+00,-1.227417294587790586e+00
3.251257890208021917e-01,9.604616085612442955e-01,-1.187649333028874210e+00
8.835973820884631680e-01,7.681401247074871597e-01,-1.333208268378812900e+00
4.547485671608012536e-01,8.821636464087760920e-01,-3.112701800762796567e-01
8.543312641268723251e-01,9.969091747633810341e-01,-1.332528569778656635e+00
8.350248564695287312e-01,7.837605614325857672e-01,-1.424104225997326889e+00
9.416260807084798623e-01,1.041858572037710706e+00,-6.026085308741099267e-01
7.077378652638965928e-01,1.147649998007903349e+00,-1.104841504672811725e+00
3.380562590088887487e-01,1.113312364598048942e+00,-1.141680885611168206e+00
4.448267006106373378e-01,8.904915403710083055e-01,-8.594256145360410493e-01
5.489916600462584340e-01,7.103307943433629923e-01,-1.063050442155169639e+00
3.423574578330175477e-02,1.102267982694495219e+00,-1.364160922533920184e+00
3.582160090010316211e-01,9.899752318884015301e-01,-1.068264873167029894e+00
